ContextTokens
22958
8910
24844
66013
24853
24335
42863
77415
185024
77169
72483
57321
184383
139119
261178
101256
30951
110568
36003
58825
37581
56776
58632
75890
21223
77115
50671
25760
28728
22338
50410
25741
74169
82323
98537
329317
106130
250271
70007
86664
149711
125325
92868
44341
72900
49705
19821
46553
53272
52947
83397
371025
502946
75053
82157
48898
24607
1684
106952
18538
48808
72658
178499
105865
77731
35180
12920
24341
61452
174294
86124
98047
90065
53131
54038
40032
56349
134571
51066
5172
116641
144644
148567
99020
83241
55515
104554
111203
93140
83022
7470
26989
98062
74098
87118
72892
60110
52127
136786
86999
77489
26388
67469
101432
201500
34540
281614
47708
29991
199841
64716
37815
31401
87709
110593
14736
24413
73128
60930
59436
102920
49318
18505
52692
90846
59371
116454
97401
123340
54153
23756
50090
41103
206417
49429
64324
65473
97994
69808
71531
40830
32146
96448
49970
39950
5007
129699
63492
63217
70077
45404
74097
60865
27220
64315
143580
256595
60322
27987
89645
96703
17915
35235
9815
21639
84410
17667
72515
68510
10374
62606
130426
175039
66330
56591
29360
67589
59388
39295
72778
50050
145139
70556
176376
128837
58768
42895
104066
101212
68783
85385
17569
4052
62526
61998
50387
98171
26950
85846
38604
15221
128088
169998
234903
48392
65740
85699
13587
14367
56448
15929
94504
108118
15554
82287
90246
74272
44021
20948
116558
29557
62216
70035
63448
30200
23672
39888
11877
15914
143103
139093
160640
64461
22958
8910
24844
66013
24853
24335
42863
77415
185024
77169
72483
57321
184383
139119
261178
101256
30951
110568
36003
58825
37581
56776
58632
75890
21223
77115
50671
25760
28728
22338
50410
25741
74169
82323
98537
329317
106130
250271
70007
86664
149711
125325
92868
44341
72900
49705
19821
46553
53272
52947
83397
371025
502946
75053
82157
48898
24607
1684
106952
18538
48808
72658
178499
105865
77731
35180
12920
24341
61452
174294
86124
98047
90065
53131
54038
40032
56349
134571
51066
5172
116641
144644
148567
99020
83241
55515
104554
111203
93140
83022
7470
26989
98062
74098
87118
72892
60110
52127
136786
86999
77489
26388
67469
101432
201500
34540
281614
47708
29991
199841
64716
37815
31401
87709
110593
14736
24413
73128
60930
59436
102920
49318
18505
52692
90846
59371
116454
97401
123340
54153
23756
50090
41103
206417
49429
64324
65473
97994
69808
71531
40830
32146
96448
49970
39950
5007
129699
63492
63217
70077
45404
74097
60865
27220
64315
143580
256595
60322
27987
89645
96703
17915
35235
9815
21639
84410
17667
72515
68510
10374
62606
130426
175039
66330
56591
29360
67589
59388
39295
72778
50050
145139
70556
176376
128837
58768
42895
104066
101212
68783
85385
17569
4052
62526
61998
50387
98171
26950
85846
38604
15221
128088
169998
234903
48392
65740
85699
13587
14367
56448
15929
94504
108118
15554
82287
90246
74272
44021
20948
116558
29557
62216
70035
63448
30200
23672
39888
11877
15914
143103
139093
160640
64461
22958
8910
24844
66013
24853
24335
42863
77415
185024
77169
72483
57321
184383
139119
261178
101256
30951
110568
36003
58825
37581
56776
58632
75890
21223
77115
50671
25760
28728
22338
50410
25741
74169
82323
98537
329317
106130
250271
70007
86664
149711
125325
92868
44341
72900
49705
19821
46553
53272
52947
83397
371025
502946
75053
82157
48898
24607
1684
106952
18538
48808
72658
178499
105865
77731
35180
12920
24341
61452
174294
86124
98047
90065
53131
54038
40032
56349
134571
51066
5172
116641
144644
148567
99020
83241
55515
104554
111203
93140
83022
7470
26989
98062
74098
87118
72892
60110
52127
136786
86999
77489
26388
67469
101432
201500
34540
281614
47708
29991
199841
64716
37815
31401
87709
110593
14736
24413
73128
60930
59436
102920
49318
18505
52692
90846
59371
116454
97401
123340
54153
23756
50090
41103
206417
49429
64324
65473
97994
69808
71531
40830
32146
96448
49970
39950
5007
129699
63492
63217
70077
45404
74097
60865
27220
64315
143580
256595
60322
27987
89645
96703
17915
35235
9815
21639
84410
17667
72515
68510
10374
62606
130426
175039
66330
56591
29360
67589
59388
39295
72778
50050
145139
70556
176376
128837
58768
42895
104066
101212
68783
85385
17569
4052
62526
61998
50387
98171
26950
85846
38604
15221
128088
169998
234903
48392
65740
85699
13587
14367
56448
15929
94504
108118
15554
82287
90246
74272
44021
20948
116558
29557
62216
70035
63448
30200
23672
39888
11877
15914
143103
139093
160640
64461
22958
8910
24844
66013
24853
24335
42863
77415
185024
77169
72483
57321
184383
139119
261178
101256
30951
110568
36003
58825
37581
56776
58632
75890
21223
77115
50671
25760
28728
22338
50410
25741
74169
82323
98537
329317
106130
250271
70007
86664
149711
125325
92868
44341
72900
49705
19821
46553
53272
52947
83397
